code,gana,gana_name,dhatu_slp1,dhatu_iast,dhatu_deva,artha_slp1,artha_iast,artha_deva,core_root
10.0379,10,curādi,vada~^,vada,वद,sandeSavacane,sandeśavacane,सन्देशवचने,vad
01.0720,1,bhvādi,vahi~\,vahi,वहि,vfdDO,vṛddhau,वृद्धौ,vah
01.1159,1,bhvādi,va\ha~^,vaha,वह,prApaRe,prāpaṇe,प्रापणे,vah
01.0984,1,bhvādi,wuvama~,ṭuvama,टुवम,udgiraRe,udgiraṇe,उद्गिरणे,vam
01.0011,1,bhvādi,vadi~\,vadi,वदि,aBivAdanastutyoH,abhivādanastutyoḥ,अभिवादनस्तुत्योः,vand
01.1158,1,bhvādi,quva\pa~^,ḍuvapa,डुवप,bIjasantAne garBADAne Cedane bIjatantusantAne muRqabIjoptyoH vapane GarzaRe tantunirmARe ca,bījasantāne garbhādhāne chedane bījatantusantāne muṇḍabījoptyoḥ vapane gharṣaṇe tantunirmāṇe ca,बीजसन्ताने गर्भाधाने छेदने बीजतन्तुसन्ताने मुण्डबीजोप्त्योः वपने घर्षणे तन्तुनिर्माणे च,vap
01.1160,1,bhvādi,va\sa~,vasa,वस,nivAse,nivāse,निवासे,vas
02.0013,2,adādi,vasa~\,vasa,वस,AcCAdane,ācchādane,आच्छादने,vas
04.0111,4,divādi,vasu~,vasu,वसु,stamBe,stambhe,स्तम्भे,vas
10.0273,10,curādi,vasa~,vasa,वस,snehacCedApaharaRezu,snehacchedāpaharaṇeṣu,स्नेहच्छेदापहरणेषु,vas
10.0488,10,curādi,vasa,vasa,वस,nivAse,nivāse,निवासे,vas
01.0863,1,bhvādi,vfDu~\,vṛdhu,वृधु,vfdDO,vṛddhau,वृद्धौ,vfD
10.0313,10,curādi,vfDu~,vṛdhu,वृधु,BAzAyAm,bhāṣāyām,भाषायाम्,vfD
02.0022,2,adādi,vfjI~\,vṛjī,वृजी,varjane,varjane,वर्जने,vfj
02.0023,2,adādi,vfji~\,vṛji,वृजि,varjane,varjane,वर्जने,vfj
07.0024,7,rudhādi,vfjI~,vṛjī,वृजी,varjane,varjane,वर्जने,vfj
10.0344,10,curādi,vfjI~,vṛjī,वृजी,varjane,varjane,वर्जने,vfj
01.0862,1,bhvādi,vftu~\,vṛtu,वृतु,vartane,vartane,वर्तने,vft
04.0055,4,divādi,vftu~\,vṛtu,वृतु,varaRe,varaṇe,वरणे,vft
10.0312,10,curādi,vftu~,vṛtu,वृतु,BAzAyAm,bhāṣāyām,भाषायाम्,vft
02.0059,2,adādi,vida~,vida,विद,jYAne,jñāne,ज्ञाने,vid
04.0067,4,divādi,vi\da~\,vida,विद,sattAyAm,sattāyām,सत्तायाम्,vid
06.0168,6,tudādi,vi\dx~^,vidḷ,विदॢ,lABe,lābhe,लाभे,vid
07.0013,7,rudhādi,vi\da~\,vida,विद,vicAraRe,vicāraṇe,विचारणे,vid
10.0232,10,curādi,vida~,vida,विद,cetanAKyAnanivAsezu,cetanākhyānanivāseṣu,चेतनाख्याननिवासेषु,vid
06.0160,6,tudādi,vi\Sa~,viśa,विश,praveSane,praveśane,प्रवेशने,viS
01.0286,1,bhvādi,vraja~,vraja,व्रज,gatO,gatau,गतौ,vraj
10.0109,10,curādi,vraja~,vraja,व्रज,saMskAragatyoH,saṃskāragatyoḥ,संस्कारगत्योः,vraj
06.0012,6,tudādi,o~vrascU~,ovrascū,ओव्रस्चू,Cedane,chedane,छेदने,vraSc
02.0044,2,adādi,yA\,yā,या,prApaRe,prāpaṇe,प्रापणे,yA
01.0954,1,bhvādi,quyAcf~^,ḍuyācṛ,डुयाचृ,yAcYAyAm,yācñāyām,याच्ञायाम्,yAc
01.1001,1,bhvādi,wuyAcf~^,ṭuyācṛ,टुयाचृ,yAcYAyAm,yācñāyām,याच्ञायाम्,yAc
01.1157,1,bhvādi,ya\ja~^,yaja,यज,devapUjAsaNgatikaraRadAnezu,devapūjāsaṅgatikaraṇadāneṣu,देवपूजासङ्गतिकरणदानेषु,yaj
01.0030,1,bhvādi,yatI~\,yatī,यती,prayatne,prayatne,प्रयत्ने,yat
10.0003,10,curādi,yatri~,yatri,यत्रि,saNkoce,saṅkoce,सङ्कोचे,yat
10.0261,10,curādi,yata~,yata,यत,nikAropaskArayoH,nikāropaskārayoḥ,निकारोपस्कारयोः,yat
04.0069,4,divādi,yu\Da~\,yudha,युध,samprahAre,samprahāre,सम्प्रहारे,yuD
04.0074,4,divādi,yu\ja~\,yuja,युज,samADO,samādhau,समाधौ,yuj
07.0007,7,rudhādi,yu\ji~^r,yujir,युजिर्,yoge,yoge,योगे,yuj
10.0338,10,curādi,yu\ja~,yuja,युज,saMyamane,saṃyamane,संयमने,yuj
