first_slp1,second_slp1,result_slp1,first_iast,second_iast,result_iast,category,sandhi_name,sutra
Ir,D,Ir D,īr,dh,īr dh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,n,Ir n,īr,n,īr n,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,p,IH p,īr,p,īḥ p,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Ir,P,IH P,īr,ph,īḥ ph,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Ir,b,Ir b,īr,b,īr b,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,B,Ir B,īr,bh,īr bh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,m,Ir m,īr,m,īr m,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,y,Ir y,īr,y,īr y,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,r,I r,īr,r,ī r,hal-sandhi (consonant),repha-lopa (ro ri),8.3.14 ro ri
Ir,l,Ir l,īr,l,īr l,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,v,Ir v,īr,v,īr v,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,S,IH S,īr,ś,īḥ ś,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Ir,z,IH z,īr,ṣ,īḥ ṣ,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Ir,s,IH s,īr,s,īḥ s,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Ir,h,Ir h,īr,h,īr h,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Is,a,Ir a,īs,a,īr a,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,A,Ir A,īs,ā,īr ā,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,i,Ir i,īs,i,īr i,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,I,Ir I,īs,ī,īr ī,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,u,Ir u,īs,u,īr u,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,U,Ir U,īs,ū,īr ū,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,f,Ir f,īs,ṛ,īr ṛ,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,F,Ir F,īs,ṝ,īr ṝ,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,x,Ir x,īs,ḷ,īr ḷ,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,X,Ir X,īs,ḹ,īr ḹ,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,e,Ir e,īs,e,īr e,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,E,Ir E,īs,ai,īr ai,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,o,Ir o,īs,o,īr o,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,O,Ir O,īs,au,īr au,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,k,IH k,īs,k,īḥ k,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Is,K,IH K,īs,kh,īḥ kh,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Is,g,Ir g,īs,g,īr g,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,G,Ir G,īs,gh,īr gh,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,N,Ir N,īs,ṅ,īr ṅ,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,c,IS c,īs,c,īś c,hal-sandhi (consonant),visarga→Scutva (S),8.3.34 + 8.4.40
Is,C,IS C,īs,ch,īś ch,hal-sandhi (consonant),visarga→Scutva (S),8.3.34 + 8.4.40
Is,j,Ir j,īs,j,īr j,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,J,Ir J,īs,jh,īr jh,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,Y,Ir Y,īs,ñ,īr ñ,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,w,Iz w,īs,ṭ,īṣ ṭ,hal-sandhi (consonant),visarga→zwutva (z),8.3.34 + 8.4.41
Is,W,Iz W,īs,ṭh,īṣ ṭh,hal-sandhi (consonant),visarga→zwutva (z),8.3.34 + 8.4.41
Is,q,Ir q,īs,ḍ,īr ḍ,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,Q,Ir Q,īs,ḍh,īr ḍh,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,R,Ir R,īs,ṇ,īr ṇ,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,t,Is t,īs,t,īs t,hal-sandhi (consonant),satva (s retained),8.3.34 visarjanIyasya saH
Is,T,Is T,īs,th,īs th,hal-sandhi (consonant),satva (s retained),8.3.34 visarjanIyasya saH
Is,d,Ir d,īs,d,īr d,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,D,Ir D,īs,dh,īr dh,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,n,Ir n,īs,n,īr n,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,p,IH p,īs,p,īḥ p,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Is,P,IH P,īs,ph,īḥ ph,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Is,b,Ir b,īs,b,īr b,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,B,Ir B,īs,bh,īr bh,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,m,Ir m,īs,m,īr m,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,y,Ir y,īs,y,īr y,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,r,I r,īs,r,ī r,hal-sandhi (consonant),repha-lopa (ro ri),8.3.14 ro ri
Is,l,Ir l,īs,l,īr l,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,v,Ir v,īs,v,īr v,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Is,S,IH S,īs,ś,īḥ ś,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Is,z,IH z,īs,ṣ,īḥ ṣ,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Is,s,IH s,īs,s,īḥ s,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Is,h,Ir h,īs,h,īr h,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
ur,a,ur a,ur,a,ur a,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,A,ur A,ur,ā,ur ā,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,i,ur i,ur,i,ur i,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,I,ur I,ur,ī,ur ī,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,u,ur u,ur,u,ur u,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,U,ur U,ur,ū,ur ū,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,f,ur f,ur,ṛ,ur ṛ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,F,ur F,ur,ṝ,ur ṝ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,x,ur x,ur,ḷ,ur ḷ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,X,ur X,ur,ḹ,ur ḹ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,e,ur e,ur,e,ur e,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,E,ur E,ur,ai,ur ai,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,o,ur o,ur,o,ur o,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,O,ur O,ur,au,ur au,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,k,uH k,ur,k,uḥ k,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
ur,K,uH K,ur,kh,uḥ kh,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
ur,g,ur g,ur,g,ur g,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,G,ur G,ur,gh,ur gh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,N,ur N,ur,ṅ,ur ṅ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,c,uS c,ur,c,uś c,hal-sandhi (consonant),visarga→Scutva (S),8.3.34 + 8.4.40
ur,C,uS C,ur,ch,uś ch,hal-sandhi (consonant),visarga→Scutva (S),8.3.34 + 8.4.40
ur,j,ur j,ur,j,ur j,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,J,ur J,ur,jh,ur jh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,Y,ur Y,ur,ñ,ur ñ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,w,uz w,ur,ṭ,uṣ ṭ,hal-sandhi (consonant),visarga→zwutva (z),8.3.34 + 8.4.41
ur,W,uz W,ur,ṭh,uṣ ṭh,hal-sandhi (consonant),visarga→zwutva (z),8.3.34 + 8.4.41
ur,q,ur q,ur,ḍ,ur ḍ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,Q,ur Q,ur,ḍh,ur ḍh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,R,ur R,ur,ṇ,ur ṇ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,t,us t,ur,t,us t,hal-sandhi (consonant),satva (s retained),8.3.34 visarjanIyasya saH
ur,T,us T,ur,th,us th,hal-sandhi (consonant),satva (s retained),8.3.34 visarjanIyasya saH
ur,d,ur d,ur,d,ur d,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,D,ur D,ur,dh,ur dh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,n,ur n,ur,n,ur n,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,p,uH p,ur,p,uḥ p,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
ur,P,uH P,ur,ph,uḥ ph,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
ur,b,ur b,ur,b,ur b,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,B,ur B,ur,bh,ur bh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,m,ur m,ur,m,ur m,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,y,ur y,ur,y,ur y,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,r,U r,ur,r,ū r,hal-sandhi (consonant),repha-lopa (ro ri),8.3.14 ro ri
ur,l,ur l,ur,l,ur l,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,v,ur v,ur,v,ur v,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ur,S,uH S,ur,ś,uḥ ś,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
ur,z,uH z,ur,ṣ,uḥ ṣ,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
ur,s,uH s,ur,s,uḥ s,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
ur,h,ur h,ur,h,ur h,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
us,a,ur a,us,a,ur a,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,A,ur A,us,ā,ur ā,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,i,ur i,us,i,ur i,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,I,ur I,us,ī,ur ī,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,u,ur u,us,u,ur u,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,U,ur U,us,ū,ur ū,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,f,ur f,us,ṛ,ur ṛ,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,F,ur F,us,ṝ,ur ṝ,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,x,ur x,us,ḷ,ur ḷ,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,X,ur X,us,ḹ,ur ḹ,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,e,ur e,us,e,ur e,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,E,ur E,us,ai,ur ai,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,o,ur o,us,o,ur o,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,O,ur O,us,au,ur au,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,k,uH k,us,k,uḥ k,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
us,K,uH K,us,kh,uḥ kh,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
us,g,ur g,us,g,ur g,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,G,ur G,us,gh,ur gh,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,N,ur N,us,ṅ,ur ṅ,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,c,uS c,us,c,uś c,hal-sandhi (consonant),visarga→Scutva (S),8.3.34 + 8.4.40
us,C,uS C,us,ch,uś ch,hal-sandhi (consonant),visarga→Scutva (S),8.3.34 + 8.4.40
us,j,ur j,us,j,ur j,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,J,ur J,us,jh,ur jh,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,Y,ur Y,us,ñ,ur ñ,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,w,uz w,us,ṭ,uṣ ṭ,hal-sandhi (consonant),visarga→zwutva (z),8.3.34 + 8.4.41
us,W,uz W,us,ṭh,uṣ ṭh,hal-sandhi (consonant),visarga→zwutva (z),8.3.34 + 8.4.41
us,q,ur q,us,ḍ,ur ḍ,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,Q,ur Q,us,ḍh,ur ḍh,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,R,ur R,us,ṇ,ur ṇ,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,t,us t,us,t,us t,hal-sandhi (consonant),satva (s retained),8.3.34 visarjanIyasya saH
us,T,us T,us,th,us th,hal-sandhi (consonant),satva (s retained),8.3.34 visarjanIyasya saH
us,d,ur d,us,d,ur d,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,D,ur D,us,dh,ur dh,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,n,ur n,us,n,ur n,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,p,uH p,us,p,uḥ p,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
us,P,uH P,us,ph,uḥ ph,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
us,b,ur b,us,b,ur b,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,B,ur B,us,bh,ur bh,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,m,ur m,us,m,ur m,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,y,ur y,us,y,ur y,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,r,U r,us,r,ū r,hal-sandhi (consonant),repha-lopa (ro ri),8.3.14 ro ri
us,l,ur l,us,l,ur l,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,v,ur v,us,v,ur v,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
us,S,uH S,us,ś,uḥ ś,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
us,z,uH z,us,ṣ,uḥ ṣ,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
us,s,uH s,us,s,uḥ s,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
us,h,ur h,us,h,ur h,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Ur,a,Ur a,ūr,a,ūr a,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,A,Ur A,ūr,ā,ūr ā,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,i,Ur i,ūr,i,ūr i,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,I,Ur I,ūr,ī,ūr ī,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,u,Ur u,ūr,u,ūr u,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,U,Ur U,ūr,ū,ūr ū,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,f,Ur f,ūr,ṛ,ūr ṛ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,F,Ur F,ūr,ṝ,ūr ṝ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,x,Ur x,ūr,ḷ,ūr ḷ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,X,Ur X,ūr,ḹ,ūr ḹ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,e,Ur e,ūr,e,ūr e,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,E,Ur E,ūr,ai,ūr ai,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,o,Ur o,ūr,o,ūr o,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,O,Ur O,ūr,au,ūr au,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,k,UH k,ūr,k,ūḥ k,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Ur,K,UH K,ūr,kh,ūḥ kh,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Ur,g,Ur g,ūr,g,ūr g,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,G,Ur G,ūr,gh,ūr gh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,N,Ur N,ūr,ṅ,ūr ṅ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,c,US c,ūr,c,ūś c,hal-sandhi (consonant),visarga→Scutva (S),8.3.34 + 8.4.40
Ur,C,US C,ūr,ch,ūś ch,hal-sandhi (consonant),visarga→Scutva (S),8.3.34 + 8.4.40
Ur,j,Ur j,ūr,j,ūr j,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,J,Ur J,ūr,jh,ūr jh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,Y,Ur Y,ūr,ñ,ūr ñ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,w,Uz w,ūr,ṭ,ūṣ ṭ,hal-sandhi (consonant),visarga→zwutva (z),8.3.34 + 8.4.41
Ur,W,Uz W,ūr,ṭh,ūṣ ṭh,hal-sandhi (consonant),visarga→zwutva (z),8.3.34 + 8.4.41
Ur,q,Ur q,ūr,ḍ,ūr ḍ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,Q,Ur Q,ūr,ḍh,ūr ḍh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,R,Ur R,ūr,ṇ,ūr ṇ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,t,Us t,ūr,t,ūs t,hal-sandhi (consonant),satva (s retained),8.3.34 visarjanIyasya saH
Ur,T,Us T,ūr,th,ūs th,hal-sandhi (consonant),satva (s retained),8.3.34 visarjanIyasya saH
Ur,d,Ur d,ūr,d,ūr d,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,D,Ur D,ūr,dh,ūr dh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,n,Ur n,ūr,n,ūr n,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,p,UH p,ūr,p,ūḥ p,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Ur,P,UH P,ūr,ph,ūḥ ph,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Ur,b,Ur b,ūr,b,ūr b,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,B,Ur B,ūr,bh,ūr bh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,m,Ur m,ūr,m,ūr m,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,y,Ur y,ūr,y,ūr y,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,r,U r,ūr,r,ū r,hal-sandhi (consonant),repha-lopa (ro ri),8.3.14 ro ri
Ur,l,Ur l,ūr,l,ūr l,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,v,Ur v,ūr,v,ūr v,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ur,S,UH S,ūr,ś,ūḥ ś,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Ur,z,UH z,ūr,ṣ,ūḥ ṣ,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Ur,s,UH s,ūr,s,ūḥ s,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Ur,h,Ur h,ūr,h,ūr h,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Us,a,Ur a,ūs,a,ūr a,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,A,Ur A,ūs,ā,ūr ā,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,i,Ur i,ūs,i,ūr i,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,I,Ur I,ūs,ī,ūr ī,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,u,Ur u,ūs,u,ūr u,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,U,Ur U,ūs,ū,ūr ū,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,f,Ur f,ūs,ṛ,ūr ṛ,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,F,Ur F,ūs,ṝ,ūr ṝ,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,x,Ur x,ūs,ḷ,ūr ḷ,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,X,Ur X,ūs,ḹ,ūr ḹ,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,e,Ur e,ūs,e,ūr e,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,E,Ur E,ūs,ai,ūr ai,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,o,Ur o,ūs,o,ūr o,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,O,Ur O,ūs,au,ūr au,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,k,UH k,ūs,k,ūḥ k,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Us,K,UH K,ūs,kh,ūḥ kh,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
