first_slp1,second_slp1,result_slp1,first_iast,second_iast,result_iast,category,sandhi_name,sutra
ar,A,ar A,ar,ā,ar ā,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,i,ar i,ar,i,ar i,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,I,ar I,ar,ī,ar ī,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,u,ar u,ar,u,ar u,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,U,ar U,ar,ū,ar ū,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,f,ar f,ar,ṛ,ar ṛ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,F,ar F,ar,ṝ,ar ṝ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,x,ar x,ar,ḷ,ar ḷ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,X,ar X,ar,ḹ,ar ḹ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,e,ar e,ar,e,ar e,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,E,ar E,ar,ai,ar ai,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,o,ar o,ar,o,ar o,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,O,ar O,ar,au,ar au,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,k,aH k,ar,k,aḥ k,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
ar,K,aH K,ar,kh,aḥ kh,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
ar,g,ar g,ar,g,ar g,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,G,ar G,ar,gh,ar gh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,N,ar N,ar,ṅ,ar ṅ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,c,aS c,ar,c,aś c,hal-sandhi (consonant),visarga→Scutva (S),8.3.34 + 8.4.40
ar,C,aS C,ar,ch,aś ch,hal-sandhi (consonant),visarga→Scutva (S),8.3.34 + 8.4.40
ar,j,ar j,ar,j,ar j,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,J,ar J,ar,jh,ar jh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,Y,ar Y,ar,ñ,ar ñ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,w,az w,ar,ṭ,aṣ ṭ,hal-sandhi (consonant),visarga→zwutva (z),8.3.34 + 8.4.41
ar,W,az W,ar,ṭh,aṣ ṭh,hal-sandhi (consonant),visarga→zwutva (z),8.3.34 + 8.4.41
ar,q,ar q,ar,ḍ,ar ḍ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,Q,ar Q,ar,ḍh,ar ḍh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,R,ar R,ar,ṇ,ar ṇ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,t,as t,ar,t,as t,hal-sandhi (consonant),satva (s retained),8.3.34 visarjanIyasya saH
ar,T,as T,ar,th,as th,hal-sandhi (consonant),satva (s retained),8.3.34 visarjanIyasya saH
ar,d,ar d,ar,d,ar d,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,D,ar D,ar,dh,ar dh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,n,ar n,ar,n,ar n,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,p,aH p,ar,p,aḥ p,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
ar,P,aH P,ar,ph,aḥ ph,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
ar,b,ar b,ar,b,ar b,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,B,ar B,ar,bh,ar bh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,m,ar m,ar,m,ar m,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,y,ar y,ar,y,ar y,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,r,A r,ar,r,ā r,hal-sandhi (consonant),repha-lopa (ro ri),8.3.14 ro ri
ar,l,ar l,ar,l,ar l,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,v,ar v,ar,v,ar v,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ar,S,aH S,ar,ś,aḥ ś,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
ar,z,aH z,ar,ṣ,aḥ ṣ,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
ar,s,aH s,ar,s,aḥ s,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
ar,h,ar h,ar,h,ar h,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,a,Ar a,ār,a,ār a,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,A,Ar A,ār,ā,ār ā,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,i,Ar i,ār,i,ār i,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,I,Ar I,ār,ī,ār ī,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,u,Ar u,ār,u,ār u,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,U,Ar U,ār,ū,ār ū,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,f,Ar f,ār,ṛ,ār ṛ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,F,Ar F,ār,ṝ,ār ṝ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,x,Ar x,ār,ḷ,ār ḷ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,X,Ar X,ār,ḹ,ār ḹ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,e,Ar e,ār,e,ār e,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,E,Ar E,ār,ai,ār ai,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,o,Ar o,ār,o,ār o,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,O,Ar O,ār,au,ār au,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,k,AH k,ār,k,āḥ k,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Ar,K,AH K,ār,kh,āḥ kh,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Ar,g,Ar g,ār,g,ār g,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,G,Ar G,ār,gh,ār gh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,N,Ar N,ār,ṅ,ār ṅ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,c,AS c,ār,c,āś c,hal-sandhi (consonant),visarga→Scutva (S),8.3.34 + 8.4.40
Ar,C,AS C,ār,ch,āś ch,hal-sandhi (consonant),visarga→Scutva (S),8.3.34 + 8.4.40
Ar,j,Ar j,ār,j,ār j,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,J,Ar J,ār,jh,ār jh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,Y,Ar Y,ār,ñ,ār ñ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,w,Az w,ār,ṭ,āṣ ṭ,hal-sandhi (consonant),visarga→zwutva (z),8.3.34 + 8.4.41
Ar,W,Az W,ār,ṭh,āṣ ṭh,hal-sandhi (consonant),visarga→zwutva (z),8.3.34 + 8.4.41
Ar,q,Ar q,ār,ḍ,ār ḍ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,Q,Ar Q,ār,ḍh,ār ḍh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,R,Ar R,ār,ṇ,ār ṇ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,t,As t,ār,t,ās t,hal-sandhi (consonant),satva (s retained),8.3.34 visarjanIyasya saH
Ar,T,As T,ār,th,ās th,hal-sandhi (consonant),satva (s retained),8.3.34 visarjanIyasya saH
Ar,d,Ar d,ār,d,ār d,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,D,Ar D,ār,dh,ār dh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,n,Ar n,ār,n,ār n,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,p,AH p,ār,p,āḥ p,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Ar,P,AH P,ār,ph,āḥ ph,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Ar,b,Ar b,ār,b,ār b,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,B,Ar B,ār,bh,ār bh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,m,Ar m,ār,m,ār m,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,y,Ar y,ār,y,ār y,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,r,A r,ār,r,ā r,hal-sandhi (consonant),repha-lopa (ro ri),8.3.14 ro ri
Ar,l,Ar l,ār,l,ār l,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,v,Ar v,ār,v,ār v,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ar,S,AH S,ār,ś,āḥ ś,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Ar,z,AH z,ār,ṣ,āḥ ṣ,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Ar,s,AH s,ār,s,āḥ s,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Ar,h,Ar h,ār,h,ār h,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,a,ir a,ir,a,ir a,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,A,ir A,ir,ā,ir ā,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,i,ir i,ir,i,ir i,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,I,ir I,ir,ī,ir ī,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,u,ir u,ir,u,ir u,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,U,ir U,ir,ū,ir ū,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,f,ir f,ir,ṛ,ir ṛ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,F,ir F,ir,ṝ,ir ṝ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,x,ir x,ir,ḷ,ir ḷ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,X,ir X,ir,ḹ,ir ḹ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,e,ir e,ir,e,ir e,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,E,ir E,ir,ai,ir ai,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,o,ir o,ir,o,ir o,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,O,ir O,ir,au,ir au,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,k,iH k,ir,k,iḥ k,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
ir,K,iH K,ir,kh,iḥ kh,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
ir,g,ir g,ir,g,ir g,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,G,ir G,ir,gh,ir gh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,N,ir N,ir,ṅ,ir ṅ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,c,iS c,ir,c,iś c,hal-sandhi (consonant),visarga→Scutva (S),8.3.34 + 8.4.40
ir,C,iS C,ir,ch,iś ch,hal-sandhi (consonant),visarga→Scutva (S),8.3.34 + 8.4.40
ir,j,ir j,ir,j,ir j,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,J,ir J,ir,jh,ir jh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,Y,ir Y,ir,ñ,ir ñ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,w,iz w,ir,ṭ,iṣ ṭ,hal-sandhi (consonant),visarga→zwutva (z),8.3.34 + 8.4.41
ir,W,iz W,ir,ṭh,iṣ ṭh,hal-sandhi (consonant),visarga→zwutva (z),8.3.34 + 8.4.41
ir,q,ir q,ir,ḍ,ir ḍ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,Q,ir Q,ir,ḍh,ir ḍh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,R,ir R,ir,ṇ,ir ṇ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,t,is t,ir,t,is t,hal-sandhi (consonant),satva (s retained),8.3.34 visarjanIyasya saH
ir,T,is T,ir,th,is th,hal-sandhi (consonant),satva (s retained),8.3.34 visarjanIyasya saH
ir,d,ir d,ir,d,ir d,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,D,ir D,ir,dh,ir dh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,n,ir n,ir,n,ir n,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,p,iH p,ir,p,iḥ p,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
ir,P,iH P,ir,ph,iḥ ph,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
ir,b,ir b,ir,b,ir b,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,B,ir B,ir,bh,ir bh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,m,ir m,ir,m,ir m,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,y,ir y,ir,y,ir y,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,r,I r,ir,r,ī r,hal-sandhi (consonant),repha-lopa (ro ri),8.3.14 ro ri
ir,l,ir l,ir,l,ir l,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,v,ir v,ir,v,ir v,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
ir,S,iH S,ir,ś,iḥ ś,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
ir,z,iH z,ir,ṣ,iḥ ṣ,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
ir,s,iH s,ir,s,iḥ s,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
ir,h,ir h,ir,h,ir h,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
is,a,ir a,is,a,ir a,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,A,ir A,is,ā,ir ā,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,i,ir i,is,i,ir i,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,I,ir I,is,ī,ir ī,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,u,ir u,is,u,ir u,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,U,ir U,is,ū,ir ū,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,f,ir f,is,ṛ,ir ṛ,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,F,ir F,is,ṝ,ir ṝ,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,x,ir x,is,ḷ,ir ḷ,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,X,ir X,is,ḹ,ir ḹ,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,e,ir e,is,e,ir e,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,E,ir E,is,ai,ir ai,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,o,ir o,is,o,ir o,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,O,ir O,is,au,ir au,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,k,iH k,is,k,iḥ k,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
is,K,iH K,is,kh,iḥ kh,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
is,g,ir g,is,g,ir g,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,G,ir G,is,gh,ir gh,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,N,ir N,is,ṅ,ir ṅ,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,c,iS c,is,c,iś c,hal-sandhi (consonant),visarga→Scutva (S),8.3.34 + 8.4.40
is,C,iS C,is,ch,iś ch,hal-sandhi (consonant),visarga→Scutva (S),8.3.34 + 8.4.40
is,j,ir j,is,j,ir j,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,J,ir J,is,jh,ir jh,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,Y,ir Y,is,ñ,ir ñ,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,w,iz w,is,ṭ,iṣ ṭ,hal-sandhi (consonant),visarga→zwutva (z),8.3.34 + 8.4.41
is,W,iz W,is,ṭh,iṣ ṭh,hal-sandhi (consonant),visarga→zwutva (z),8.3.34 + 8.4.41
is,q,ir q,is,ḍ,ir ḍ,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,Q,ir Q,is,ḍh,ir ḍh,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,R,ir R,is,ṇ,ir ṇ,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,t,is t,is,t,is t,hal-sandhi (consonant),satva (s retained),8.3.34 visarjanIyasya saH
is,T,is T,is,th,is th,hal-sandhi (consonant),satva (s retained),8.3.34 visarjanIyasya saH
is,d,ir d,is,d,ir d,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,D,ir D,is,dh,ir dh,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,n,ir n,is,n,ir n,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,p,iH p,is,p,iḥ p,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
is,P,iH P,is,ph,iḥ ph,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
is,b,ir b,is,b,ir b,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,B,ir B,is,bh,ir bh,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,m,ir m,is,m,ir m,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,y,ir y,is,y,ir y,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,r,I r,is,r,ī r,hal-sandhi (consonant),repha-lopa (ro ri),8.3.14 ro ri
is,l,ir l,is,l,ir l,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,v,ir v,is,v,ir v,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
is,S,iH S,is,ś,iḥ ś,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
is,z,iH z,is,ṣ,iḥ ṣ,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
is,s,iH s,is,s,iḥ s,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
is,h,ir h,is,h,ir h,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Ir,a,Ir a,īr,a,īr a,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,A,Ir A,īr,ā,īr ā,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,i,Ir i,īr,i,īr i,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,I,Ir I,īr,ī,īr ī,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,u,Ir u,īr,u,īr u,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,U,Ir U,īr,ū,īr ū,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,f,Ir f,īr,ṛ,īr ṛ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,F,Ir F,īr,ṝ,īr ṝ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,x,Ir x,īr,ḷ,īr ḷ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,X,Ir X,īr,ḹ,īr ḹ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,e,Ir e,īr,e,īr e,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,E,Ir E,īr,ai,īr ai,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,o,Ir o,īr,o,īr o,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,O,Ir O,īr,au,īr au,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,k,IH k,īr,k,īḥ k,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Ir,K,IH K,īr,kh,īḥ kh,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Ir,g,Ir g,īr,g,īr g,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,G,Ir G,īr,gh,īr gh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,N,Ir N,īr,ṅ,īr ṅ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,c,IS c,īr,c,īś c,hal-sandhi (consonant),visarga→Scutva (S),8.3.34 + 8.4.40
Ir,C,IS C,īr,ch,īś ch,hal-sandhi (consonant),visarga→Scutva (S),8.3.34 + 8.4.40
Ir,j,Ir j,īr,j,īr j,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,J,Ir J,īr,jh,īr jh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,Y,Ir Y,īr,ñ,īr ñ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,w,Iz w,īr,ṭ,īṣ ṭ,hal-sandhi (consonant),visarga→zwutva (z),8.3.34 + 8.4.41
Ir,W,Iz W,īr,ṭh,īṣ ṭh,hal-sandhi (consonant),visarga→zwutva (z),8.3.34 + 8.4.41
Ir,q,Ir q,īr,ḍ,īr ḍ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,Q,Ir Q,īr,ḍh,īr ḍh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,R,Ir R,īr,ṇ,īr ṇ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Ir,t,Is t,īr,t,īs t,hal-sandhi (consonant),satva (s retained),8.3.34 visarjanIyasya saH
Ir,T,Is T,īr,th,īs th,hal-sandhi (consonant),satva (s retained),8.3.34 visarjanIyasya saH
Ir,d,Ir d,īr,d,īr d,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
