code,gana,gana_name,dhatu_slp1,dhatu_iast,dhatu_deva,artha_slp1,artha_iast,artha_deva
01.0574,1,bhvādi,zevf~\,ṣevṛ,षेवृ,sevane,sevane,सेवने
01.0575,1,bhvādi,gevf~\,gevṛ,गेवृ,sevane,sevane,सेवने
01.0576,1,bhvādi,glevf~\,glevṛ,ग्लेवृ,sevane,sevane,सेवने
01.0577,1,bhvādi,pevf~\,pevṛ,पेवृ,sevane,sevane,सेवने
01.0578,1,bhvādi,mevf~\,mevṛ,मेवृ,sevane,sevane,सेवने
01.0579,1,bhvādi,mlevf~\,mlevṛ,म्लेवृ,sevane,sevane,सेवने
01.0580,1,bhvādi,Sevf~\,śevṛ,शेवृ,sevane,sevane,सेवने
01.0581,1,bhvādi,Kevf~\,khevṛ,खेवृ,sevane,sevane,सेवने
01.0582,1,bhvādi,plevf~\,plevṛ,प्लेवृ,sevane,sevane,सेवने
01.0583,1,bhvādi,kevf~\,kevṛ,केवृ,sevane,sevane,सेवने
01.0584,1,bhvādi,revf~\,revṛ,रेवृ,plavagatO,plavagatau,प्लवगतौ
01.0585,1,bhvādi,mavya~,mavya,मव्य,banDane,bandhane,बन्धने
01.0586,1,bhvādi,sUrkzya~,sūrkṣya,सूर्क्ष्य,IrzyAyAm,īrṣyāyām,ईर्ष्यायाम्
01.0587,1,bhvādi,Irkzya~,īrkṣya,ईर्क्ष्य,IrzyAyAm,īrṣyāyām,ईर्ष्यायाम्
01.0588,1,bhvādi,Irzya~,īrṣya,ईर्ष्य,IrzyAyAm,īrṣyāyām,ईर्ष्यायाम्
01.0589,1,bhvādi,haya~,haya,हय,gatO,gatau,गतौ
01.0590,1,bhvādi,Sucya~,śucya,शुच्य,aBizave,abhiṣave,अभिषवे
01.0591,1,bhvādi,cucya~,cucya,चुच्य,aBizave,abhiṣave,अभिषवे
01.0592,1,bhvādi,harya~,harya,हर्य,gatikAntyoH,gatikāntyoḥ,गतिकान्त्योः
01.0593,1,bhvādi,ala~,ala,अल,BUzaRaparyAptivAraRezu,bhūṣaṇaparyāptivāraṇeṣu,भूषणपर्याप्तिवारणेषु
01.0594,1,bhvādi,YiPalA~,ñiphalā,ञिफला,viSaraRe,viśaraṇe,विशरणे
01.0595,1,bhvādi,mIla~,mīla,मील,nimezaRe,nimeṣaṇe,निमेषणे
01.0596,1,bhvādi,SmIla~,śmīla,श्मील,nimezaRe,nimeṣaṇe,निमेषणे
01.0597,1,bhvādi,smIla~,smīla,स्मील,nimezaRe,nimeṣaṇe,निमेषणे
01.0598,1,bhvādi,kzmIla~,kṣmīla,क्ष्मील,nimezaRe,nimeṣaṇe,निमेषणे
01.0599,1,bhvādi,pIla~,pīla,पील,pratizwamBe,pratiṣṭambhe,प्रतिष्टम्भे
01.0600,1,bhvādi,RIla~,ṇīla,णील,varRe,varṇe,वर्णे
01.0601,1,bhvādi,SIla~,śīla,शील,samADO,samādhau,समाधौ
01.0602,1,bhvādi,kIla~,kīla,कील,banDane,bandhane,बन्धने
01.0603,1,bhvādi,kUla~,kūla,कूल,AvaraRe,āvaraṇe,आवरणे
01.0604,1,bhvādi,SUla~,śūla,शूल,rujAyAM saNGAte saNkoze ca,rujāyāṃ saṅghāte saṅkoṣe ca,रुजायां सङ्घाते सङ्कोषे च
01.0605,1,bhvādi,tUla~,tūla,तूल,nizkarze,niṣkarṣe,निष्कर्षे
01.0606,1,bhvādi,pUla~,pūla,पूल,saNGAte,saṅghāte,सङ्घाते
01.0607,1,bhvādi,mUla~,mūla,मूल,pratizWAyAm,pratiṣṭhāyām,प्रतिष्ठायाम्
01.0608,1,bhvādi,Pala~,phala,फल,nizpattO,niṣpattau,निष्पत्तौ
01.0609,1,bhvādi,culla~,culla,चुल्ल,BAvakaraRe,bhāvakaraṇe,भावकरणे
01.0610,1,bhvādi,Pulla~,phulla,फुल्ल,vikasane,vikasane,विकसने
01.0611,1,bhvādi,cilla~,cilla,चिल्ल,SETilye BAvakaraRe ca,śaithilye bhāvakaraṇe ca,शैथिल्ये भावकरणे च
01.0612,1,bhvādi,tila~,tila,तिल,gatO,gatau,गतौ
01.0613,1,bhvādi,tilla~,tilla,तिल्ल,gatO,gatau,गतौ
01.0614,1,bhvādi,velf~,velṛ,वेलृ,calane,calane,चलने
01.0615,1,bhvādi,celf~,celṛ,चेलृ,calane,calane,चलने
01.0616,1,bhvādi,kelf~,kelṛ,केलृ,calane,calane,चलने
01.0617,1,bhvādi,Kelf~,khelṛ,खेलृ,calane,calane,चलने
01.0618,1,bhvādi,kzvelf~,kṣvelṛ,क्ष्वेलृ,calane,calane,चलने
01.0619,1,bhvādi,vella~,vella,वेल्ल,calane,calane,चलने
01.0620,1,bhvādi,cella~,cella,चेल्ल,calane,calane,चलने
01.0621,1,bhvādi,pelf~,pelṛ,पेलृ,gatO,gatau,गतौ
01.0622,1,bhvādi,Pelf~,phelṛ,फेलृ,gatO,gatau,गतौ
01.0623,1,bhvādi,Self~,śelṛ,शेलृ,gatO,gatau,गतौ
01.0624,1,bhvādi,zelf~,ṣelṛ,षेलृ,gatO,gatau,गतौ
01.0625,1,bhvādi,sKala~,skhala,स्खल,saYcalane,sañcalane,सञ्चलने
01.0626,1,bhvādi,Kala~,khala,खल,saYcaye calane ca,sañcaye calane ca,सञ्चये चलने च
01.0627,1,bhvādi,gala~,gala,गल,adane sravaRe ca,adane sravaṇe ca,अदने स्रवणे च
01.0628,1,bhvādi,zala~,ṣala,षल,gatO,gatau,गतौ
01.0629,1,bhvādi,dala~,dala,दल,viSaraRe vidAraRe ca,viśaraṇe vidāraṇe ca,विशरणे विदारणे च
01.0630,1,bhvādi,Svala~,śvala,श्वल,ASugamane,āśugamane,आशुगमने
01.0631,1,bhvādi,Svalla~,śvalla,श्वल्ल,ASugamane,āśugamane,आशुगमने
01.0632,1,bhvādi,Kolf~,kholṛ,खोलृ,gatipratiGAte,gatipratighāte,गतिप्रतिघाते
01.0633,1,bhvādi,Korf~,khorṛ,खोरृ,gatipratiGAte,gatipratighāte,गतिप्रतिघाते
01.0634,1,bhvādi,Dorf~,dhorṛ,धोरृ,gaticAturye,gaticāturye,गतिचातुर्ये
01.0635,1,bhvādi,tsara~,tsara,त्सर,CadmagatO,chadmagatau,छद्मगतौ
01.0636,1,bhvādi,kmara~,kmara,क्मर,hUrCane,hūrchane,हूर्छने
01.0637,1,bhvādi,aBra~,abhra,अभ्र,gatO,gatau,गतौ
01.0638,1,bhvādi,vaBra~,vabhra,वभ्र,gatO,gatau,गतौ
01.0639,1,bhvādi,maBra~,mabhra,मभ्र,gatO,gatau,गतौ
01.0640,1,bhvādi,cara~,cara,चर,gatO BakzaRe ca,gatau bhakṣaṇe ca,गतौ भक्षणे च
01.0641,1,bhvādi,zWivu~,ṣṭhivu,ष्ठिवु,nirasane,nirasane,निरसने
01.0642,1,bhvādi,ji\,ji,जि,jaye,jaye,जये
01.0643,1,bhvādi,jIva~,jīva,जीव,prARaDAraRe,prāṇadhāraṇe,प्राणधारणे
01.0644,1,bhvādi,pIva~,pīva,पीव,sTOlye,sthaulye,स्थौल्ये
01.0645,1,bhvādi,mIva~,mīva,मीव,sTOlye,sthaulye,स्थौल्ये
01.0646,1,bhvādi,tIva~,tīva,तीव,sTOlye,sthaulye,स्थौल्ये
01.0647,1,bhvādi,RIva~,ṇīva,णीव,sTOlye,sthaulye,स्थौल्ये
01.0648,1,bhvādi,kzivu~,kṣivu,क्षिवु,nirasane,nirasane,निरसने
01.0649,1,bhvādi,kzevu~,kṣevu,क्षेवु,nirasane,nirasane,निरसने
01.0650,1,bhvādi,urvI~,urvī,उर्वी,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0651,1,bhvādi,turvI~,turvī,तुर्वी,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0652,1,bhvādi,TurvI~,thurvī,थुर्वी,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0653,1,bhvādi,durvI~,durvī,दुर्वी,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0654,1,bhvādi,DurvI~,dhurvī,धुर्वी,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0655,1,bhvādi,gurvI~,gurvī,गुर्वी,udyamane,udyamane,उद्यमने
01.0656,1,bhvādi,murvI~,murvī,मुर्वी,banDane,bandhane,बन्धने
01.0657,1,bhvādi,purva~,purva,पुर्व,pUraRe,pūraṇe,पूरणे
01.0658,1,bhvādi,parva~,parva,पर्व,pUraRe,pūraṇe,पूरणे
01.0659,1,bhvādi,marva~,marva,मर्व,pUraRe,pūraṇe,पूरणे
01.0660,1,bhvādi,carva~,carva,चर्व,adane,adane,अदने
01.0661,1,bhvādi,Barva~,bharva,भर्व,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0662,1,bhvādi,parza~\,parṣa,पर्ष,snehane,snehane,स्नेहने
01.0663,1,bhvādi,bahi~\,bahi,बहि,vfdDO,vṛddhau,वृद्धौ
01.0664,1,bhvādi,karva~,karva,कर्व,darpe,darpe,दर्पे
01.0665,1,bhvādi,Karva~,kharva,खर्व,darpe,darpe,दर्पे
01.0666,1,bhvādi,garva~,garva,गर्व,darpe,darpe,दर्पे
01.0667,1,bhvādi,arva~,arva,अर्व,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0668,1,bhvādi,Sarva~,śarva,शर्व,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0669,1,bhvādi,zarva~,ṣarva,षर्व,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0670,1,bhvādi,ivi~,ivi,इवि,vyAptO,vyāptau,व्याप्तौ
01.0671,1,bhvādi,pivi~,pivi,पिवि,sevane secane ca,sevane secane ca,सेवने सेचने च
01.0672,1,bhvādi,mivi~,mivi,मिवि,sevane secane saMsrane ca,sevane secane saṃsrane ca,सेवने सेचने संस्रने च
01.0673,1,bhvādi,Rivi~,ṇivi,णिवि,sevane secane saMsrane ca,sevane secane saṃsrane ca,सेवने सेचने संस्रने च
01.0674,1,bhvādi,zivi~,ṣivi,षिवि,sevane secane ca,sevane secane ca,सेवने सेचने च
01.0675,1,bhvādi,hivi~,hivi,हिवि,prIRane,prīṇane,प्रीणने
01.0676,1,bhvādi,divi~,divi,दिवि,prIRane,prīṇane,प्रीणने
01.0677,1,bhvādi,Divi~,dhivi,धिवि,prIRane,prīṇane,प्रीणने
01.0678,1,bhvādi,jivi~,jivi,जिवि,prIRane,prīṇane,प्रीणने
01.0679,1,bhvādi,rivi~,rivi,रिवि,gatO,gatau,गतौ
01.0680,1,bhvādi,ravi~,ravi,रवि,gatO,gatau,गतौ
01.0681,1,bhvādi,Davi~,dhavi,धवि,gatO,gatau,गतौ
01.0682,1,bhvādi,kfvi~,kṛvi,कृवि,gatO hiMsAkaraRayoSca,gatau hiṃsākaraṇayośca,गतौ हिंसाकरणयोश्च
01.0683,1,bhvādi,mava~,mava,मव,banDane,bandhane,बन्धने
01.0684,1,bhvādi,ava~,ava,अव,rakzaRagatikAntiprItitfptyavagamapraveSaSravaRasvAmyarTayAcanakriyecCAdIptyavAptyAliNganahiMsAdAnaBAgavfdDizu,rakṣaṇagatikāntiprītitṛptyavagamapraveśaśravaṇasvāmyarthayācanakriyecchādīptyavāptyāliṅganahiṃsādānabhāgavṛddhiṣu,रक्षणगतिकान्तिप्रीतितृप्त्यवगमप्रवेशश्रवणस्वाम्यर्थयाचनक्रियेच्छादीप्त्यवाप्त्यालिङ्गनहिंसादानभागवृद्धिषु
01.0685,1,bhvādi,DAvu~^,dhāvu,धावु,gatiSudDyoH,gatiśuddhyoḥ,गतिशुद्ध्योः
01.0686,1,bhvādi,Dukza~\,dhukṣa,धुक्ष,sandIpanakleSanajIvanezu,sandīpanakleśanajīvaneṣu,सन्दीपनक्लेशनजीवनेषु
01.0687,1,bhvādi,Dikza~\,dhikṣa,धिक्ष,sandIpanakleSanajIvanezu,sandīpanakleśanajīvaneṣu,सन्दीपनक्लेशनजीवनेषु
01.0688,1,bhvādi,vfkza~\,vṛkṣa,वृक्ष,varaRe,varaṇe,वरणे
01.0689,1,bhvādi,Sikza~\,śikṣa,शिक्ष,vidyopAdAne,vidyopādāne,विद्योपादाने
01.0690,1,bhvādi,Bikza~\,bhikṣa,भिक्ष,BikzAyAmalABe lABe ca,bhikṣāyāmalābhe lābhe ca,भिक्षायामलाभे लाभे च
01.0691,1,bhvādi,kleSa~\,kleśa,क्लेश,avyaktAyAM vAci,avyaktāyāṃ vāci,अव्यक्तायां वाचि
01.0692,1,bhvādi,dakza~\,dakṣa,दक्ष,vfdDO SIGrArTe ca,vṛddhau śīghrārthe ca,वृद्धौ शीघ्रार्थे च
01.0693,1,bhvādi,dIkza~\,dīkṣa,दीक्ष,mORqyejyopanayananiyamavratAdeSezu,mauṇḍyejyopanayananiyamavratādeśeṣu,मौण्ड्येज्योपनयननियमव्रतादेशेषु
01.0694,1,bhvādi,Ikza~\,īkṣa,ईक्ष,darSane,darśane,दर्शने
01.0695,1,bhvādi,Iza~\,īṣa,ईष,gatihiMsAdarSanezu,gatihiṃsādarśaneṣu,गतिहिंसादर्शनेषु
01.0696,1,bhvādi,BAza~\,bhāṣa,भाष,vyaktAyAM vAci,vyaktāyāṃ vāci,व्यक्तायां वाचि
01.0697,1,bhvādi,varza~\,varṣa,वर्ष,snehane,snehane,स्नेहने
01.0698,1,bhvādi,gezf~\,geṣṛ,गेषृ,anvicCAyAm,anvicchāyām,अन्विच्छायाम्
01.0699,1,bhvādi,glezf~\,gleṣṛ,ग्लेषृ,anvicCAyAm,anvicchāyām,अन्विच्छायाम्
01.0700,1,bhvādi,pezf~\,peṣṛ,पेषृ,prayatne,prayatne,प्रयत्ने
01.0701,1,bhvādi,ezf~\,eṣṛ,एषृ,prayatne,prayatne,प्रयत्ने
01.0702,1,bhvādi,yezf~\,yeṣṛ,येषृ,prayatne,prayatne,प्रयत्ने
01.0703,1,bhvādi,jezf~\,jeṣṛ,जेषृ,gatO,gatau,गतौ
01.0704,1,bhvādi,Rezf~\,ṇeṣṛ,णेषृ,gatO,gatau,गतौ
01.0705,1,bhvādi,ezf~\,eṣṛ,एषृ,gatO,gatau,गतौ
01.0706,1,bhvādi,prezf~\,preṣṛ,प्रेषृ,gatO,gatau,गतौ
01.0707,1,bhvādi,rezf~\,reṣṛ,रेषृ,avyakte Sabde,avyakte śabde,अव्यक्ते शब्दे
01.0708,1,bhvādi,hezf~\,heṣṛ,हेषृ,avyakte Sabde,avyakte śabde,अव्यक्ते शब्दे
01.0709,1,bhvādi,hrezf~\,hreṣṛ,ह्रेषृ,avyakte Sabde,avyakte śabde,अव्यक्ते शब्दे
01.0710,1,bhvādi,kAsf~\,kāsṛ,कासृ,SabdakutsAyAm,śabdakutsāyām,शब्दकुत्सायाम्
01.0711,1,bhvādi,BAsf~\,bhāsṛ,भासृ,dIptO,dīptau,दीप्तौ
01.0712,1,bhvādi,RAsf~\,ṇāsṛ,णासृ,Sabde,śabde,शब्दे
01.0713,1,bhvādi,rAsf~\,rāsṛ,रासृ,Sabde,śabde,शब्दे
01.0714,1,bhvādi,Rasa~\,ṇasa,णस,kOwilye,kauṭilye,कौटिल्ये
01.0715,1,bhvādi,Byasa~\,bhyasa,भ्यस,Baye,bhaye,भये
01.0716,1,bhvādi,Sasi~\,śasi,शसि,icCAyAm,icchāyām,इच्छायाम्
01.0717,1,bhvādi,grasu~\,grasu,ग्रसु,adane,adane,अदने
01.0718,1,bhvādi,glasu~\,glasu,ग्लसु,adane,adane,अदने
01.0719,1,bhvādi,Iha~\,īha,ईह,cezwAyAm,ceṣṭāyām,चेष्टायाम्
01.0720,1,bhvādi,vahi~\,vahi,वहि,vfdDO,vṛddhau,वृद्धौ
01.0721,1,bhvādi,mahi~\,mahi,महि,vfdDO,vṛddhau,वृद्धौ
01.0722,1,bhvādi,ahi~\,ahi,अहि,gatO,gatau,गतौ
01.0723,1,bhvādi,garha~\,garha,गर्ह,kutsAyAm,kutsāyām,कुत्सायाम्
01.0724,1,bhvādi,galha~\,galha,गल्ह,kutsAyAm,kutsāyām,कुत्सायाम्
01.0725,1,bhvādi,barha~\,barha,बर्ह,prADAnye,prādhānye,प्राधान्ये
01.0726,1,bhvādi,balha~\,balha,बल्ह,prADAnye,prādhānye,प्राधान्ये
01.0727,1,bhvādi,varha~\,varha,वर्ह,pariBAzaRahiMsAcCAdanezu,paribhāṣaṇahiṃsācchādaneṣu,परिभाषणहिंसाच्छादनेषु
01.0728,1,bhvādi,valha~\,valha,वल्ह,pariBAzaRahiMsAcCAdanezu,paribhāṣaṇahiṃsācchādaneṣu,परिभाषणहिंसाच्छादनेषु
01.0729,1,bhvādi,pliha~\,pliha,प्लिह,gatO,gatau,गतौ
01.0730,1,bhvādi,vehf~\,vehṛ,वेहृ,prayatne,prayatne,प्रयत्ने
01.0731,1,bhvādi,jehf~\,jehṛ,जेहृ,prayatne gatO ca,prayatne gatau ca,प्रयत्ने गतौ च
01.0732,1,bhvādi,bAhf~\,bāhṛ,बाहृ,prayatne,prayatne,प्रयत्ने
01.0733,1,bhvādi,drAhf~\,drāhṛ,द्राहृ,nidrAkzaye nikzepe ca,nidrākṣaye nikṣepe ca,निद्राक्षये निक्षेपे च
01.0734,1,bhvādi,kASf~\,kāśṛ,काशृ,dIptO,dīptau,दीप्तौ
01.0735,1,bhvādi,Uha~\,ūha,ऊह,vitarke,vitarke,वितर्के
01.0736,1,bhvādi,gAhU~\,gāhū,गाहू,viloqane,viloḍane,विलोडने
01.0737,1,bhvādi,gfhU~\,gṛhū,गृहू,grahaRe,grahaṇe,ग्रहणे
01.0738,1,bhvādi,glaha~\,glaha,ग्लह,grahaRe apAdAne ca,grahaṇe apādāne ca,ग्रहणे अपादाने च
01.0739,1,bhvādi,Gaza~\,ghaṣa,घष,kAntikaraRe,kāntikaraṇe,कान्तिकरणे
01.0740,1,bhvādi,Guzi~\,ghuṣi,घुषि,kAntikaraRe,kāntikaraṇe,कान्तिकरणे
01.0741,1,bhvādi,Guzi~r,ghuṣir,घुषिर्,aviSabdane,aviśabdane,अविशब्दने
01.0742,1,bhvādi,akzU~,akṣū,अक्षू,vyAptO,vyāptau,व्याप्तौ
01.0743,1,bhvādi,takzU~,takṣū,तक्षू,tanUkaraRe,tanūkaraṇe,तनूकरणे
01.0744,1,bhvādi,tvakzU~,tvakṣū,त्वक्षू,tanUkaraRe,tanūkaraṇe,तनूकरणे
01.0745,1,bhvādi,ukza~,ukṣa,उक्ष,secane,secane,सेचने
01.0746,1,bhvādi,rakza~,rakṣa,रक्ष,pAlane,pālane,पालने
01.0747,1,bhvādi,Rikza~,ṇikṣa,णिक्ष,cumbane,cumbane,चुम्बने
01.0748,1,bhvādi,trakza~,trakṣa,त्रक्ष,gatO,gatau,गतौ
01.0749,1,bhvādi,zwrakza~,ṣṭrakṣa,ष्ट्रक्ष,gatO,gatau,गतौ
01.0750,1,bhvādi,tfkza~,tṛkṣa,तृक्ष,gatO,gatau,गतौ
01.0751,1,bhvādi,zwfkza~,ṣṭṛkṣa,ष्टृक्ष,gatO,gatau,गतौ
01.0752,1,bhvādi,Rakza~,ṇakṣa,णक्ष,gatO,gatau,गतौ
01.0753,1,bhvādi,vakza~,vakṣa,वक्ष,roze saNGAte ca,roṣe saṅghāte ca,रोषे सङ्घाते च
01.0754,1,bhvādi,mfkza~,mṛkṣa,मृक्ष,saNGAte,saṅghāte,सङ्घाते
01.0755,1,bhvādi,mrakza~,mrakṣa,म्रक्ष,saNGAte,saṅghāte,सङ्घाते
01.0756,1,bhvādi,takza~,takṣa,तक्ष,tvacane,tvacane,त्वचने
01.0757,1,bhvādi,pakza~,pakṣa,पक्ष,parigrahe,parigrahe,परिग्रहे
01.0758,1,bhvādi,sUrkza~,sūrkṣa,सूर्क्ष,Adare,ādare,आदरे
01.0759,1,bhvādi,zalf~,ṣalṛ,षलृ,gatO,gatau,गतौ
01.0760,1,bhvādi,kAkzi~,kākṣi,काक्षि,kANkzAyAm,kāṅkṣāyām,काङ्क्षायाम्
01.0761,1,bhvādi,vAkzi~,vākṣi,वाक्षि,kANkzAyAm,kāṅkṣāyām,काङ्क्षायाम्
01.0762,1,bhvādi,mAkzi~,mākṣi,माक्षि,kANkzAyAm,kāṅkṣāyām,काङ्क्षायाम्
01.0763,1,bhvādi,drAkzi~,drākṣi,द्राक्षि,kANkzAyAm GoravASite ca,kāṅkṣāyām ghoravāśite ca,काङ्क्षायाम् घोरवाशिते च
01.0764,1,bhvādi,DrAkzi~,dhrākṣi,ध्राक्षि,kANkzAyAm GoravASite ca,kāṅkṣāyām ghoravāśite ca,काङ्क्षायाम् घोरवाशिते च
01.0765,1,bhvādi,DvAkzi~,dhvākṣi,ध्वाक्षि,kANkzAyAm GoravASite ca,kāṅkṣāyām ghoravāśite ca,काङ्क्षायाम् घोरवाशिते च
01.0766,1,bhvādi,SucyI~,śucyī,शुच्यी,aBizave,abhiṣave,अभिषवे
01.0767,1,bhvādi,cUza~,cūṣa,चूष,pAne,pāne,पाने
01.0768,1,bhvādi,tUza~,tūṣa,तूष,tuzwO,tuṣṭau,तुष्टौ
01.0769,1,bhvādi,pUza~,pūṣa,पूष,vfdDO,vṛddhau,वृद्धौ
01.0770,1,bhvādi,mUza~,mūṣa,मूष,steye,steye,स्तेये
01.0771,1,bhvādi,lUza~,lūṣa,लूष,BUzAyAm,bhūṣāyām,भूषायाम्
01.0772,1,bhvādi,rUza~,rūṣa,रूष,BUzAyAm,bhūṣāyām,भूषायाम्
01.0773,1,bhvādi,SUza~,śūṣa,शूष,prasave,prasave,प्रसवे
01.0774,1,bhvādi,zUza~,ṣūṣa,षूष,prasave,prasave,प्रसवे
01.0775,1,bhvādi,yUza~,yūṣa,यूष,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0776,1,bhvādi,jUza~,jūṣa,जूष,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0777,1,bhvādi,BUza~,bhūṣa,भूष,alaNkAre,alaṅkāre,अलङ्कारे
01.0778,1,bhvādi,gluhU~^,gluhū,ग्लुहू,grahaRe,grahaṇe,ग्रहणे
01.0779,1,bhvādi,Uza~,ūṣa,ऊष,rujAyAm,rujāyām,रुजायाम्
01.0780,1,bhvādi,Iza~,īṣa,ईष,uYCe,uñche,उञ्छे
01.0781,1,bhvādi,kaza~,kaṣa,कष,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0782,1,bhvādi,Kaza~,khaṣa,खष,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0783,1,bhvādi,Si\za~,śiṣa,शिष,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0784,1,bhvādi,jaza~,jaṣa,जष,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0785,1,bhvādi,Jaza~,jhaṣa,झष,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0786,1,bhvādi,Saza~,śaṣa,शष,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0787,1,bhvādi,vaza~,vaṣa,वष,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0788,1,bhvādi,maza~,maṣa,मष,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0789,1,bhvādi,ruza~,ruṣa,रुष,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0790,1,bhvādi,riza~,riṣa,रिष,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0791,1,bhvādi,Baza~,bhaṣa,भष,Bartsane,bhartsane,भर्त्सने
01.0792,1,bhvādi,uza~,uṣa,उष,dAhe,dāhe,दाहे
01.0793,1,bhvādi,jizu~,jiṣu,जिषु,secane,secane,सेचने
01.0794,1,bhvādi,vi\zu~,viṣu,विषु,secane,secane,सेचने
01.0795,1,bhvādi,mizu~,miṣu,मिषु,secane,secane,सेचने
01.0796,1,bhvādi,muza~,muṣa,मुष,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0797,1,bhvādi,puza~,puṣa,पुष,puzwO,puṣṭau,पुष्टौ
01.0798,1,bhvādi,Srizu~,śriṣu,श्रिषु,dAhe,dāhe,दाहे
01.0799,1,bhvādi,Slizu~,śliṣu,श्लिषु,dAhe,dāhe,दाहे
01.0800,1,bhvādi,pruzu~,pruṣu,प्रुषु,dAhe,dāhe,दाहे
01.0801,1,bhvādi,pluzu~,pluṣu,प्लुषु,dAhe,dāhe,दाहे
01.0802,1,bhvādi,pfzu~,pṛṣu,पृषु,secanahiMsAsaNkleSanezu,secanahiṃsāsaṅkleśaneṣu,सेचनहिंसासङ्क्लेशनेषु
01.0803,1,bhvādi,vfzu~,vṛṣu,वृषु,secanahiMsAsaNkleSanezu,secanahiṃsāsaṅkleśaneṣu,सेचनहिंसासङ्क्लेशनेषु
01.0804,1,bhvādi,mfzu~,mṛṣu,मृषु,secane sahane ca,secane sahane ca,सेचने सहने च
01.0805,1,bhvādi,Gfzu~,ghṛṣu,घृषु,saNGarze,saṅgharṣe,सङ्घर्षे
01.0806,1,bhvādi,hfzu~,hṛṣu,हृषु,alIke,alīke,अलीके
01.0807,1,bhvādi,tusa~,tusa,तुस,Sabde,śabde,शब्दे
01.0808,1,bhvādi,hrasa~,hrasa,ह्रस,Sabde,śabde,शब्दे
01.0809,1,bhvādi,hlasa~,hlasa,ह्लस,Sabde,śabde,शब्दे
01.0810,1,bhvādi,rasa~,rasa,रस,Sabde,śabde,शब्दे
01.0811,1,bhvādi,lasa~,lasa,लस,SlezaRakrIqanayoH,śleṣaṇakrīḍanayoḥ,श्लेषणक्रीडनयोः
01.0812,1,bhvādi,Ga\sx~,ghasḷ,घसॢ,adane,adane,अदने
01.0813,1,bhvādi,jarja~,jarja,जर्ज,pariBAzaRahiMsAtarjanezu,paribhāṣaṇahiṃsātarjaneṣu,परिभाषणहिंसातर्जनेषु
01.0814,1,bhvādi,carca~,carca,चर्च,pariBAzaRahiMsAtarjanezu,paribhāṣaṇahiṃsātarjaneṣu,परिभाषणहिंसातर्जनेषु
01.0815,1,bhvādi,JarJa~,jharjha,झर्झ,pariBAzaRahiMsAtarjanezu,paribhāṣaṇahiṃsātarjaneṣu,परिभाषणहिंसातर्जनेषु
01.0816,1,bhvādi,pisf~,pisṛ,पिसृ,gatO,gatau,गतौ
01.0817,1,bhvādi,pesf~,pesṛ,पेसृ,gatO,gatau,गतौ
01.0818,1,bhvādi,visf~,visṛ,विसृ,gatO,gatau,गतौ
01.0819,1,bhvādi,vesf~,vesṛ,वेसृ,gatO,gatau,गतौ
01.0820,1,bhvādi,piSf~,piśṛ,पिशृ,gatO,gatau,गतौ
01.0821,1,bhvādi,peSf~,peśṛ,पेशृ,gatO,gatau,गतौ
01.0822,1,bhvādi,hase~,hase,हसे,hasane,hasane,हसने
01.0823,1,bhvādi,RiSa~,ṇiśa,णिश,samADO,samādhau,समाधौ
01.0824,1,bhvādi,miSa~,miśa,मिश,Sabde rozakfte gatO ca,śabde roṣakṛte gatau ca,शब्दे रोषकृते गतौ च
01.0825,1,bhvādi,maSa~,maśa,मश,Sabde rozakfte gatO ca,śabde roṣakṛte gatau ca,शब्दे रोषकृते गतौ च
01.0826,1,bhvādi,Sava~,śava,शव,gatO,gatau,गतौ
01.0827,1,bhvādi,SaSa~,śaśa,शश,plutagatO,plutagatau,प्लुतगतौ
01.0828,1,bhvādi,Sasu~,śasu,शसु,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0829,1,bhvādi,Sansu~,śansu,शन्सु,stutO,stutau,स्तुतौ
01.0830,1,bhvādi,caha~,caha,चह,parikalkane,parikalkane,परिकल्कने
01.0831,1,bhvādi,maha~,maha,मह,pUjAyAm,pūjāyām,पूजायाम्
01.0832,1,bhvādi,raha~,raha,रह,tyAge,tyāge,त्यागे
